"","genus_species","Family","mating_system"
"4449","Tamarindus indica","Fabaceae","sc"
"4450","Tanacetum cinerariifolium","Asteraceae","si"
"4451","Tanakaea radicans","Saxifragaceae","si"
"4453","Tapirira guianensis","Anacardiaceae","si"
"4454","Tapiscia sinensis","Tapisciaceae","na"
"4455","Taraxacum aristum","Asteraceae","sc"
"4456","Taraxacum bessarabicum","Asteraceae","sc"
"4457","Taraxacum calcareum","Asteraceae","sc"
"4459","Taraxacum ceratophorum","Asteraceae","si"
"4460","Taraxacum multiscaposum","Asteraceae","si"
"4461","Taraxacum obtusilobum","Asteraceae","si"
"4462","Taraxacum officinale","Asteraceae","na"
"4463","Taraxacum platycarpum","Asteraceae","si"
"4464","Tectona grandis","Lamiaceae","si"
"4465","Teesdalia nudicaulis","Brassicaceae","sc"
"4466","Telipogon peruvianus","Orchidaceae","sc"
"4467","Tephroseris crispa","Asteraceae","si"
"4469","Tephroseris integrifolia","Asteraceae","si"
"4470","Tephroseris longifolia","Asteraceae","si"
"4471","Tephrosia adunca","Fabaceae","si"
"4472","Tephrosia cinerea","Fabaceae","sc"
"4474","Tephrosia lupinifolia","Fabaceae","sc"
"4475","Tephrosia virginiana","Fabaceae","na"
"4476","Tephrosia vogelii","Fabaceae","si"
"4477","Terminalia amazonia","Combretaceae","si"
"4478","Terminalia superba","Combretaceae","si"
"4479","Tetracentron sinense","Trochodendraceae","sc"
"4480","Tetramolopium arenarium","Asteraceae","sc"
"4481","Tetramolopium consanguineum","Asteraceae","sc"
"4482","Tetramolopium filiforme","Asteraceae","sc"
"4483","Tetramolopium humile","Asteraceae","sc"
"4484","Tetramolopium lepidotum","Asteraceae","sc"
"4485","Tetramolopium remyi","Asteraceae","sc"
"4486","Tetramolopium rockii","Asteraceae","sc"
"4487","Tetramolopium sylvae","Asteraceae","sc"
"4488","Tetraneuris acaulis","Asteraceae","si"
"4489","Tetraneuris herbacea","Asteraceae","si"
"4490","Tetrapteron graciliflorum","Onagraceae","sc"
"4491","Tetrarrhena juncea","Poaceae","sc"
"4492","Theobroma bicolor","Malvaceae","sc"
"4493","Theobroma grandiflorum","Malvaceae","si"
"4494","Thlaspi arvense","Brassicaceae","sc"
"4495","Thymus fedtschenkoi","Lamiaceae","sc"
"4496","Thymus vulgaris","Lamiaceae","sc"
"4497","Thyridolepis xerophila","Poaceae","sc"
"4498","Tibouchina hatschbachii","Melastomataceae","sc"
"4499","Tibouchina papyrus","Melastomataceae","sc"
"4500","Tilesia baccata","Asteraceae","si"
"4503","Tillandsia achyrostachys","Bromeliaceae","si"
"4504","Tillandsia fasciculata","Bromeliaceae","sc"
"4505","Tillandsia intermedia","Bromeliaceae","si"
"4506","Tillandsia ionantha","Bromeliaceae","si"
"4508","Tillandsia makoyana","Bromeliaceae","sc"
"4509","Tillandsia recurvata","Bromeliaceae","sc"
"4510","Tillandsia utriculata","Bromeliaceae","na"
"4511","Tillandsia variabilis","Bromeliaceae","na"
"4513","Tinantia erecta","Commelinaceae","sc"
"4514","Tinantia pringlei","Commelinaceae","sc"
"4515","Tococa guianensis","Melastomataceae","si"
"4516","Tolpis barbata","Asteraceae","sc"
"4518","Tolpis calderae","Asteraceae","si"
"4519","Tolpis coronopifolia","Asteraceae","sc"
"4520","Tolpis crassiuscula","Asteraceae","si"
"4521","Tolpis glabrescens","Asteraceae","sc"
"4522","Tolpis lagopoda","Asteraceae","si"
"4523","Tolpis macrorhiza","Asteraceae","sc"
"4526","Tolpis proustii","Asteraceae","si"
"4527","Tolpis succulenta","Asteraceae","na"
"4528","Tolumnia guianensis","Orchidaceae","si"
"4529","Tolumnia guibertiana","Orchidaceae","si"
"4530","Tolumnia variegata","Orchidaceae","si"
"4531","Tonella floribunda","Plantaginaceae","si"
"4532","Tonella tenella","Plantaginaceae","sc"
"4533","Townsendia aprica","Asteraceae","si"
"4534","Townsendia condensata","Asteraceae","si"
"4535","Townsendia florifer","Asteraceae","si"
"4536","Townsendia hookeri","Asteraceae","sc"
"4537","Townsendia incana","Asteraceae","si"
"4538","Townsendia montana","Asteraceae","si"
"4539","Townsendia parryi","Asteraceae","si"
"4540","Toxicoscordion paniculatum","Melanthiaceae","sc"
"4541","Trachypogon spicatus","Poaceae","na"
"4542","Tradescantia hirsuticaulis","Commelinaceae","si"
"4543","Tragopogon dubius","Asteraceae","sc"
"4544","Tragopogon mirus","Asteraceae","sc"
"4545","Tragopogon miscellus","Asteraceae","sc"
"4546","Tragopogon porrifolius","Asteraceae","sc"
"4547","Tragopogon pratensis","Asteraceae","sc"
"4548","Triadica sebifera","Euphorbiaceae","sc"
"4549","Tribulus terrestris","Zygophyllaceae","na"
"4550","Trichloris crinita","Poaceae","sc"
"4551","Trichocentrum ascendens","Orchidaceae","si"
"4552","Trichocentrum cavendishianum","Orchidaceae","si"
"4553","Trichocentrum luridum","Orchidaceae","si"
"4554","Trichocentrum microchilum","Orchidaceae","si"
"4555","Trichocentrum pumilum","Orchidaceae","si"
"4556","Trichodiadema strumosum","Aizoaceae","sc"
"4557","Trichopetalum plumosum","Asparagaceae","sc"
"4558","Trichostema laxum","Lamiaceae","sc"
"4559","Tridax procumbens","Asteraceae","sc"
"4560","Trifolium affine","Fabaceae","sc"
"4561","Trifolium africanum","Fabaceae","si"
"4562","Trifolium aintabense","Fabaceae","sc"
"4563","Trifolium alexandrinum","Fabaceae","na"
"4565","Trifolium alpestre","Fabaceae","si"
"4566","Trifolium alpinum","Fabaceae","sc"
"4567","Trifolium ambiguum","Fabaceae","si"
"4568","Trifolium amoenum","Fabaceae","si"
"4569","Trifolium angustifolium","Fabaceae","sc"
"4570","Trifolium argutum","Fabaceae","sc"
"4571","Trifolium arvense","Fabaceae","sc"
"4572","Trifolium aureum","Fabaceae","sc"
"4573","Trifolium baccarinii","Fabaceae","sc"
"4574","Trifolium badium","Fabaceae","si"
"4575","Trifolium batmanicum","Fabaceae","sc"
"4576","Trifolium berytheum","Fabaceae","si"
"4577","Trifolium bocconei","Fabaceae","sc"
"4578","Trifolium boissieri","Fabaceae","sc"
"4579","Trifolium buckwestiorum","Fabaceae","sc"
"4580","Trifolium bullatum","Fabaceae","sc"
"4581","Trifolium burchellianum","Fabaceae","si"
"4582","Trifolium campestre","Fabaceae","sc"
"4585","Trifolium carolinianum","Fabaceae","sc"
"4586","Trifolium cernuum","Fabaceae","sc"
"4587","Trifolium cherleri","Fabaceae","sc"
"4588","Trifolium chilense","Fabaceae","sc"
"4589","Trifolium clusii","Fabaceae","na"
"4590","Trifolium clypeatum","Fabaceae","na"
"4591","Trifolium constantinopolitanum","Fabaceae","sc"
"4592","Trifolium dasyurum","Fabaceae","sc"
"4593","Trifolium dichotomum","Fabaceae","si"
"4594","Trifolium diffusum","Fabaceae","sc"
"4595","Trifolium dubium","Fabaceae","sc"
"4597","Trifolium echinatum","Fabaceae","sc"
"4598","Trifolium eriosphaerum","Fabaceae","sc"
"4599","Trifolium fragiferum","Fabaceae","na"
"4600","Trifolium fucatum","Fabaceae","si"
"4601","Trifolium glanduliferum","Fabaceae","si"
"4602","Trifolium globosum","Fabaceae","sc"
"4604","Trifolium glomeratum","Fabaceae","sc"
"4605","Trifolium gracilentum","Fabaceae","sc"
"4606","Trifolium grandiflorum","Fabaceae","sc"
"4608","Trifolium haussknechtii","Fabaceae","sc"
"4609","Trifolium hirtum","Fabaceae","si"
"4610","Trifolium hybridum","Fabaceae","na"
"4612","Trifolium incarnatum","Fabaceae","sc"
"4613","Trifolium isthmocarpum","Fabaceae","sc"
"4615","Trifolium lanceolatum","Fabaceae","sc"
"4616","Trifolium lappaceum","Fabaceae","sc"
"4617","Trifolium leucanthum","Fabaceae","sc"
"4618","Trifolium lupinaster","Fabaceae","si"
"4619","Trifolium macraei","Fabaceae","sc"
"4620","Trifolium masaiense","Fabaceae","si"
"4621","Trifolium mattirolianum","Fabaceae","si"
"4622","Trifolium medium","Fabaceae","si"
"4623","Trifolium meironense","Fabaceae","sc"
"4624","Trifolium michelianum","Fabaceae","si"
"4626","Trifolium micranthum","Fabaceae","sc"
"4628","Trifolium microdon","Fabaceae","sc"
"4629","Trifolium montanum","Fabaceae","na"
"4630","Trifolium nigrescens","Fabaceae","si"
"4631","Trifolium occidentale","Fabaceae","sc"
"4632","Trifolium palaestinum","Fabaceae","sc"
"4633","Trifolium pallescens","Fabaceae","si"
"4634","Trifolium pallidum","Fabaceae","si"
"4635","Trifolium pauciflorum","Fabaceae","sc"
"4636","Trifolium pilulare","Fabaceae","sc"
"4637","Trifolium plebeium","Fabaceae","sc"
"4638","Trifolium polymorphum","Fabaceae","sc"
"4639","Trifolium pratense","Fabaceae","si"
"4640","Trifolium pseudostriatum","Fabaceae","sc"
"4641","Trifolium reflexum","Fabaceae","si"
"4642","Trifolium repens","Fabaceae","na"
"4643","Trifolium resupinatum","Fabaceae","sc"
"4645","Trifolium retusum","Fabaceae","sc"
"4646","Trifolium rubens","Fabaceae","si"
"4647","Trifolium rueppellianum","Fabaceae","sc"
"4649","Trifolium sarosiense","Fabaceae","si"
"4650","Trifolium scabrum","Fabaceae","sc"
"4651","Trifolium schimperi","Fabaceae","sc"
"4652","Trifolium scutatum","Fabaceae","na"
"4653","Trifolium semipilosum","Fabaceae","si"
"4655","Trifolium spumosum","Fabaceae","sc"
"4656","Trifolium squamosum","Fabaceae","sc"
"4657","Trifolium stellatum","Fabaceae","sc"
"4658","Trifolium steudneri","Fabaceae","sc"
"4659","Trifolium striatum","Fabaceae","sc"
"4660","Trifolium strictum","Fabaceae","sc"
"4661","Trifolium subterraneum","Fabaceae","sc"
"4662","Trifolium suffocatum","Fabaceae","sc"
"4663","Trifolium tembense","Fabaceae","sc"
"4664","Trifolium thalii","Fabaceae","si"
"4665","Trifolium tomentosum","Fabaceae","sc"
"4667","Trifolium uniflorum","Fabaceae","si"
"4668","Trifolium usambarense","Fabaceae","sc"
"4669","Trifolium vesiculosum","Fabaceae","si"
"4670","Trifolium virginicum","Fabaceae","sc"
"4672","Trigonella arabica","Fabaceae","sc"
"4673","Trigonella balansae","Fabaceae","sc"
"4674","Trigonella coerulescens","Fabaceae","sc"
"4675","Trigonella filipes","Fabaceae","sc"
"4676","Trigonella foenum-graecum","Fabaceae","sc"
"4677","Trigonella gladiata","Fabaceae","sc"
"4678","Trigonella grandiflora","Fabaceae","sc"
"4679","Trigonella maritima","Fabaceae","sc"
"4680","Trigonella mesopotamica","Fabaceae","sc"
"4681","Trigonella spicata","Fabaceae","sc"
"4682","Trigonella spinosa","Fabaceae","sc"
"4683","Trigonella spruneriana","Fabaceae","sc"
"4684","Trigonella stellata","Fabaceae","sc"
"4685","Trillium camschatcense","Melanthiaceae","sc"
"4686","Trillium erectum","Melanthiaceae","si"
"4687","Trillium grandiflorum","Melanthiaceae","si"
"4688","Trillium recurvatum","Melanthiaceae","si"
"4689","Triodanis perfoliata","Campanulaceae","sc"
"4690","Triplasis purpurea","Poaceae","sc"
"4691","Tripodion tetraphyllum","Fabaceae","sc"
"4693","Tripogon loliiformis","Poaceae","sc"
"4694","Tristerix corymbosus","Loranthaceae","si"
"4695","Trithuria inconspicua","Hydatellaceae","si"
"4696","Trithuria submersa","Hydatellaceae","sc"
"4698","Triticum dicoccoides","Poaceae","sc"
"4699","Triumfetta rhomboidea","Malvaceae","sc"
"4700","Triumfetta semitriloba","Malvaceae","na"
"4701","Trochetia granulata","Malvaceae","sc"
"4702","Trollius europaeus","Ranunculaceae","sc"
"4704","Trollius riederianus","Ranunculaceae","si"
"4705","Tropaeolum pentaphyllum","Tropaeolaceae","sc"
"4706","Tuberaria guttata","Cistaceae","sc"
"4707","Turritis glabra","Brassicaceae","sc"
"4708","Tylosema esculentum","Fabaceae","na"
"4709","Ulex europaeus","Fabaceae","sc"
"4710","Ulmus crassifolia","Ulmaceae","si"
"4711","Uncaria gambir","Rubiaceae","sc"
"4712","Unonopsis guatterioides","Annonaceae","sc"
"4713","Uraria rufescens","Fabaceae","sc"
"4714","Ursinia anthemoides","Asteraceae","sc"
"4715","Ursinia cakilefolia","Asteraceae","si"
"4717","Ursinia calenduliflora","Asteraceae","si"
"4718","Ursinia nana","Asteraceae","sc"
"4719","Urvillea ulmacea","Sapindaceae","si"
"4720","Utricularia babui","Lentibulariaceae","sc"
"4721","Utricularia praeterita","Lentibulariaceae","sc"
"4722","Vaccinium calycinum","Ericaceae","sc"
"4723","Vaccinium carlesii","Ericaceae","si"
"4724","Vaccinium macrocarpon","Ericaceae","sc"
"4725","Vaccinium ovalifolium","Ericaceae","sc"
"4726","Vaccinium uliginosum","Ericaceae","na"
"4727","Vaccinium vitis-idaea","Ericaceae","na"
"4728","Valeriana jatamansi","Caprifoliaceae","si"
"4729","Valeriana officinalis","Caprifoliaceae","si"
"4730","Vallisneria americana","Hydrocharitaceae","si"
"4731","Varronia curassavica","Boraginaceae","si"
"4735","Vassobia breviflora","Solanaceae","sc"
"4736","Verbascum sinuatum","Scrophulariaceae","sc"
"4737","Verbascum thapsus","Scrophulariaceae","sc"
"4738","Verbesina aristata","Asteraceae","si"
"4739","Verbesina caracasana","Asteraceae","na"
"4740","Verbesina chapmanii","Asteraceae","si"
"4741","Verbesina glabrata","Asteraceae","sc"
"4742","Verbesina helianthoides","Asteraceae","si"
"4743","Verbesina heterophylla","Asteraceae","si"
"4745","Verbesina virgata","Asteraceae","sc"
"4746","Vernonia galamensis","Asteraceae","sc"
"4747","Veronica chamaedrys","Plantaginaceae","na"
"4748","Veronica officinalis","Plantaginaceae","sc"
"4749","Veronica serpyllifolia","Plantaginaceae","sc"
"4750","Viburnum lantanoides","Viburnaceae","sc"
"4751","Vicia aintabensis","Fabaceae","sc"
"4753","Vicia anatolica","Fabaceae","sc"
"4754","Vicia angustifolia","Fabaceae","sc"
"4755","Vicia articulata","Fabaceae","sc"
"4756","Vicia assyriaca","Fabaceae","sc"
"4757","Vicia benghalensis","Fabaceae","sc"
"4759","Vicia bijuga","Fabaceae","sc"
"4760","Vicia bithynica","Fabaceae","sc"
"4761","Vicia cassia","Fabaceae","sc"
"4762","Vicia ciliatula","Fabaceae","sc"
"4763","Vicia cuspidata","Fabaceae","sc"
"4764","Vicia cypria","Fabaceae","sc"
"4765","Vicia dionysiensis","Fabaceae","sc"
"4766","Vicia disperma","Fabaceae","sc"
"4767","Vicia eristalioides","Fabaceae","sc"
"4768","Vicia ervilia","Fabaceae","sc"
"4769","Vicia faba","Fabaceae","sc"
"4771","Vicia galeata","Fabaceae","sc"
"4772","Vicia galilaea","Fabaceae","sc"
"4773","Vicia grandiflora","Fabaceae","sc"
"4774","Vicia hirsuta","Fabaceae","sc"
"4775","Vicia hyaeniscyamus","Fabaceae","sc"
"4776","Vicia hybrida","Fabaceae","sc"
"4777","Vicia johannis","Fabaceae","sc"
"4778","Vicia kalakhensis","Fabaceae","sc"
"4779","Vicia lathyroides","Fabaceae","sc"
"4780","Vicia lutea","Fabaceae","sc"
"4781","Vicia magellanica","Fabaceae","sc"
"4782","Vicia melanops","Fabaceae","sc"
"4783","Vicia michauxii","Fabaceae","sc"
"4784","Vicia mollis","Fabaceae","sc"
"4786","Vicia monantha","Fabaceae","sc"
"4788","Vicia montbretii","Fabaceae","sc"
"4789","Vicia narbonensis","Fabaceae","sc"
"4790","Vicia nigricans","Fabaceae","sc"
"4792","Vicia noeana","Fabaceae","sc"
"4793","Vicia palaestina","Fabaceae","sc"
"4794","Vicia pannonica","Fabaceae","sc"
"4795","Vicia parviflora","Fabaceae","sc"
"4796","Vicia peregrina","Fabaceae","sc"
"4797","Vicia qatmensis","Fabaceae","sc"
"4798","Vicia sativa","Fabaceae","sc"
"4803","Vicia sericocarpa","Fabaceae","sc"
"4804","Vicia serratifolia","Fabaceae","sc"
"4805","Vicia tetrasperma","Fabaceae","sc"
"4807","Vicia tigridis","Fabaceae","sc"
"4808","Vicia unijuga","Fabaceae","sc"
"4810","Vicia villosa","Fabaceae","sc"
"4812","Vigna aconitifolia","Fabaceae","sc"
"4813","Vigna angularis","Fabaceae","sc"
"4814","Vigna longifolia","Fabaceae","sc"
"4815","Vigna luteola","Fabaceae","sc"
"4816","Vigna minima","Fabaceae","sc"
"4817","Vigna mungo","Fabaceae","sc"
"4818","Vigna radiata","Fabaceae","sc"
"4821","Vigna trilobata","Fabaceae","sc"
"4822","Vigna umbellata","Fabaceae","sc"
"4823","Vigna unguiculata","Fabaceae","sc"
"4825","Vigna vexillata","Fabaceae","sc"
"4826","Vincetoxicum hainanense","Apocynaceae","sc"
"4827","Vincetoxicum hirundinaria","Apocynaceae","si"
"4828","Viola arvensis","Violaceae","sc"
"4829","Viola canadensis","Violaceae","sc"
"4830","Viola caspia","Violaceae","sc"
"4831","Viola egglestonii","Violaceae","sc"
"4832","Viola hirta","Violaceae","sc"
"4833","Viola jaubertiana","Violaceae","sc"
"4834","Viola mirabilis","Violaceae","sc"
"4835","Viola pubescens","Violaceae","sc"
"4836","Viola reichenbachiana","Violaceae","sc"
"4837","Viola septemloba","Violaceae","sc"
"4838","Viola sororia","Violaceae","sc"
"4839","Viscum album","Santalaceae","si"
"4840","Vitellaria paradoxa","Sapotaceae","si"
"4841","Vitex capitata","Lamiaceae","na"
"4842","Vochysia guianensis","Vochysiaceae","si"
"4843","Vochysia rufa","Vochysiaceae","si"
"4844","Vochysia venezuelana","Vochysiaceae","na"
"4845","Vouacapoua americana","Fabaceae","si"
"4846","Vriesea carinata","Bromeliaceae","si"
"4847","Vriesea friburgensis","Bromeliaceae","sc"
"4848","Vriesea gigantea","Bromeliaceae","sc"
"4849","Vriesea michaelii","Bromeliaceae","sc"
"4850","Vriesea neoglutinosa","Bromeliaceae","sc"
"4851","Vriesea paraibica","Bromeliaceae","si"
"4852","Vriesea scalaris","Bromeliaceae","sc"
"4853","Vriesea simplex","Bromeliaceae","sc"
"4854","Wachendorfia brachyandra","Haemodoraceae","sc"
"4856","Wachendorfia paniculata","Haemodoraceae","na"
"4858","Wachendorfia thyrsiflora","Haemodoraceae","si"
"4859","Waltheria indica","Malvaceae","na"
"4860","Walwhalleya proluta","Poaceae","sc"
"4861","Warea carteri","Brassicaceae","sc"
"4862","Warmingia eugenii","Orchidaceae","sc"
"4863","Watsonia knysnana","Iridaceae","sc"
"4864","Weigela middendorffiana","Caprifoliaceae","si"
"4865","Werauhia noctiflorens","Bromeliaceae","sc"
"4866","Werauhia nutans","Bromeliaceae","sc"
"4867","Wilkesia gymnoxiphium","Asteraceae","si"
"4868","Withania somnifera","Solanaceae","sc"
"4869","Witheringia asterotricha","Solanaceae","si"
"4870","Witheringia coccoloboides","Solanaceae","si"
"4871","Witheringia correana","Solanaceae","si"
"4872","Witheringia meiantha","Solanaceae","si"
"4873","Witheringia mexicana","Solanaceae","si"
"4874","Witheringia mortonii","Solanaceae","si"
"4875","Wurmbea biglandulosa","Colchicaceae","sc"
"4876","Xanthisma spinulosum","Asteraceae","si"
"4877","Xanthium strumarium","Asteraceae","sc"
"4887","Xanthoceras sorbifolium","Sapindaceae","sc"
"4888","Ximenia americana","Olacaceae","si"
"4889","Xylonagra arborea","Onagraceae","si"
"4890","Xylopia aromatica","Annonaceae","si"
"4891","Xylopia emarginata","Annonaceae","si"
"4892","Yinshania henryi","Brassicaceae","sc"
"4893","Yucca brevifolia","Asparagaceae","si"
"4894","Yucca capensis","Asparagaceae","na"
"4895","Yucca filamentosa","Asparagaceae","sc"
"4896","Yucca valida","Asparagaceae","si"
"4897","Zanthoxylum americanum","Rutaceae","na"
"4898","Zephyranthes atamasco","Amaryllidaceae","sc"
"4899","Zephyranthes candida","Amaryllidaceae","sc"
"4900","Zingiber corallinum","Zingiberaceae","na"
"4901","Zingiber nudicarpum","Zingiberaceae","na"
"4902","Zinnia acerosa","Asteraceae","si"
"4903","Zinnia anomala","Asteraceae","si"
"4904","Zinnia citrea","Asteraceae","si"
"4905","Zinnia juniperifolia","Asteraceae","si"
"4906","Zinnia leucoglossa","Asteraceae","si"
"4907","Zinnia oligantha","Asteraceae","si"
"4908","Ziziphora clinopodioides","Lamiaceae","sc"
"4909","Ziziphus lotus","Rhamnaceae","si"
"4910","Ziziphus spina-christi","Rhamnaceae","si"
"4911","Zornia brasiliensis","Fabaceae","sc"
"4912","Zornia cearensis","Fabaceae","sc"
"4913","Zornia diphylla","Fabaceae","sc"
"4914","Zornia echinocarpa","Fabaceae","sc"
"4915","Zornia glabra","Fabaceae","sc"
"4916","Zornia glochidiata","Fabaceae","sc"
"4917","Zornia latifolia","Fabaceae","sc"
"4918","Zornia myriadena","Fabaceae","sc"
"4919","Zornia orbiculata","Fabaceae","sc"
"4920","Zornia pratensis","Fabaceae","sc"
"4921","Zornia reticulata","Fabaceae","sc"
"4922","Zornia trachycarpa","Fabaceae","sc"
